PRISM Time Series Data
Location:  Lat: 34.8893   Lon: -109.7594   Elev: 1679m
"Climate variables: ppt,tmin,tmean,tmax"
Spatial resolution: 4km
Period: 2018-08-15 - 2018-09-11
Dataset: AN81d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: On
Time series generated: 2023-Sep-27
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C)
2018-08-15,0.00,17.5,25.7,34.0
2018-08-16,0.29,17.7,24.5,31.4
2018-08-17,0.19,17.4,24.1,30.7
2018-08-18,1.34,16.7,24.3,31.8
2018-08-19,1.19,15.2,23.6,32.1
2018-08-20,0.00,12.7,23.5,34.4
2018-08-21,0.00,13.2,23.9,34.6
2018-08-22,5.04,15.8,22.7,29.5
2018-08-23,3.40,15.7,20.2,24.8
2018-08-24,0.00,15.1,22.3,29.5
2018-08-25,0.00,15.2,22.8,30.3
2018-08-26,0.99,13.6,19.7,25.7
2018-08-27,2.42,13.8,22.2,30.7
2018-08-28,0.00,14.0,22.7,31.3
2018-08-29,0.00,11.9,21.9,32.0
2018-08-30,0.00,11.7,22.3,32.8
2018-08-31,0.00,14.3,23.7,33.2
2018-09-01,0.00,15.6,24.4,33.3
2018-09-02,9.80,12.1,18.4,24.7
2018-09-03,0.00,10.2,19.0,27.8
2018-09-04,0.00,10.6,19.0,27.4
2018-09-05,6.01,10.6,19.2,27.8
2018-09-06,0.00,10.4,20.0,29.6
2018-09-07,0.00,11.1,20.5,30.0
2018-09-08,0.00,11.0,20.8,30.6
2018-09-09,0.00,11.8,22.1,32.4
2018-09-10,0.00,13.7,23.5,33.2
2018-09-11,0.00,13.8,23.6,33.4
