CodeOriginal,Name,Native,Region,Site,Duration,Lifeform
ACASPP,Acalypha spp.,Native/Unknown,Sonoran SE,NA,NA,NA
ANOSPP,Anoda spp.,Native,Sonoran SE,NA,NA,NA
ARISPP,Aristida spp.,Native,Sonoran SE,NA,NA,NA
ASTSPP,Astragalus spp.,Native/Unknown,Sonoran SE,NA,NA,NA
BOUSPP,Bouteloua spp.,Native,Sonoran SE,NA,NA,NA
BRASPP,Brassica spp. (likely DEPI),Native/Unknown,Sonoran SE,NA,NA,NA
CALSPP,Calandrinia spp.,Native,Sonoran SE,NA,NA,NA
CHESPP,Chenopodium spp.,Unknown,Sonoran SE,NA,NA,NA
CRYPT,Cryptantha spp.,Native,Sonoran Central,NA,NA,NA
CRYSPP,Cryptantha spp.,Native,Sonoran SE,NA,NA,NA
ERASPP,"Eragrostis spp., ERCU or ERLE",Introduced,Sonoran SE,NA,NA,NA
ERIASPP,Eriastrum spp.,Native,Sonoran SE,NA,NA,NA
ERIOG,Eriogonum sp.,Native,Sonoran Central,NA,NA,NA
ERISPP,Erigeron spp.,Native,Sonoran SE,NA,NA,NA
GILSPP,Gilia spp.,Native,Sonoran SE,NA,NA,NA
LUPSPP,Lupinus spp.,Native/Unknown,Sonoran SE,NA,NA,NA
MENSPP,Mentzelia spp.,Native,Sonoran SE,NA,NA,NA
PANSPP,Panicum spp.,Native,Sonoran SE,NA,NA,NA
PLASPP,Plantago spp.,Unknown,Sonoran SE,NA,NA,NA
PORSPP,Portulaca spp.,Native,Sonoran SE,NA,NA,NA
PROACASPP,Mesquite/Acacia spp.,Native/Unknown,Sonoran SE,NA,NA,NA
SIDSPP,Sida spp.,Native/Unknown,Sonoran SE,NA,NA,NA
UNDPF,Unknown dead pod forb,Unknown,Sonoran SE,NA,NA,NA
UNDSF,Unknown dead spikey forb,Unknown,Sonoran SE,NA,NA,NA
UNFO-1,"Unknown forb (Patagonia); Soft and fuzzy/hairy, serated leaves with middle vein underneath on bottom side of the leaf, pickle smell",Unknown,Sonoran SE,NA,NA,NA
UNFO-1,"Unknown forb (SRER); Umbilliferae family, thin lacey divided leaves with small white flowers in umbels at the top",Unknown,Sonoran SE,NA,NA,NA
UNFO-2,Unknown forb (SRER); Super hairy almost spikey looking with pinately lobed leaves,Unknown,Sonoran SE,NA,NA,NA
UNFO-3,"Unknown forb (SRER); Androsace species (or possibly a cynquifoil), small basal leaves typically with a reddish color, with a reddish long thin stem, with artichoke head-like tops",Unknown,Sonoran SE,NA,NA,NA
UNFO-4,"Unknown forb (SRER); Possibly a Linum species (Flax), basal rosette, narrow rounded leaves opposite along and close to an upright stem",Unknown,Sonoran SE,NA,NA,NA
UNFO1,Unknown forb (Patagonia and SRER are same); upright mustard with tiny blueish flower,Unknown,Sonoran SE,NA,NA,NA
UNFO1,"Unknown forb (SRER); Tiny yellow flowers, forked leaves",Unknown,Sonoran SE,NA,NA,NA
UNFO1A,"Unknown forb (Patagonia, Nov 2019) = Darker Green, 5 petals radiating out",Unknown,Sonoran SE,NA,NA,NA
UNFO2,"Unknown forb (Patagonia); low to ground, succulenty, tiny white flowers, similar to purslane",Unknown,Sonoran SE,NA,NA,NA
UNFO3,Unknown forb (Patagonia); upright mustard with small pods and tiny yellow flowers,Unknown,Sonoran SE,NA,NA,NA
UNFO3,"Unknown forb (SRER); tiny reddish basal leaves, star-like petals",Unknown,Sonoran SE,NA,NA,NA
UNFO4,"Unknown forb (SRER); very hairy radiating out/up, fuzzy rosettes",Unknown,Sonoran SE,NA,NA,NA
UNFO5,"Unknown forb (Patagonia); Similar to dandelion, yellow closed flowers",Unknown,Sonoran SE,NA,NA,NA
UNFO5,Unknown forb (SRER); Little carrot with tiny white flowers and thin leaves,Unknown,Sonoran SE,NA,NA,NA
UNFO6,"Unknown forb; green, young, radiating basal leaves; slightly fuzzy; Patagonia",Unknown,Sonoran SE,NA,NA,NA
UNFO6,"Unknown forb (SRER); Very small, long slender leaves, fuzzy, leaf toothed around margins. Possibly Heterotheca grandiflora",Unknown,Sonoran SE,NA,NA,NA
UNFO_P_1,Unknown forb; small reddish purple rosette with ovate leaves (Spring 2021),Unknown,Sonoran SE,NA,NA,NA
UNFO_P_2,"Unknown forb; Pinated leaves, upright rosette, lighter green, Ambrosia?  (Spring 2021)",Native/Unknown,Sonoran SE,NA,NA,NA
UNFO_P_3,"Unknown forb; Fabeacea (pea), long and spindly (Spring 2021)",Unknown,Sonoran SE,NA,NA,NA
UNFO_P_4,"Unkown forb; Unknown Fabeacea (Pea), short and fuzzy, chunky, Acmispon Brachycarpus? (Spring 2021)",Native/Unknown,Sonoran SE,NA,NA,NA
UNFO_P_5,"Unknown forb; Prominent mid-vein, leaf doesn't completely surround/there's good amount of petiole, ovate leaves that're slightly speckled, oenothera? (Spring 2021)",Native/Unknown,Sonoran SE,NA,NA,NA
UNFO_P_6,"Unknown forb; Super tiny, red thin stem like SAIB but the top leaves are compounded with 3 leaflets, Amaranthaceae? (Spring 2021)",Unknown,Sonoran SE,NA,NA,NA
UNFO_P_7,"Unknown forb; Rosette leaves slightly fuzzy and silvery light green. simple leaves, smells like bandaids (Spring 2021)",Unknown,Sonoran SE,NA,NA,NA
UNFO_S_1,"Unknown forb; Purple vine, sagitate leaves (Spring 2021)",Unknown,Sonoran SE,NA,NA,NA
UNFO_S_3,"Unknown forb; Fuzzy green penately arranged leaflets, partially pinated lobes ""thick poppy"" possibly an ambrosia (Spring 2021)",Native/Unknown,Sonoran SE,NA,NA,NA
UNFO_S_4,"Unknown forb; Super tiny, very spikey, pinately lobed, possible cryptantha or plagiobothrys (Spring 2021)",Native/Unknown,Sonoran SE,NA,NA,NA
UNFO_S_5,"Unknown forb; Silky hairy fuzzy, straight leaves, no prominent veination, pseudognaphalium? (Spring 2021)",Unknown,Sonoran SE,NA,NA,NA
UNFO_S_7,"Unknown forb; ""artichoke head"", stem leaves alternate, basal rosette, possibly cryptantha? (Spring 2021)",Native/Unknown,Sonoran SE,NA,NA,NA
UNFS,Unknown forb seedling,Unknown,Sonoran SE,NA,NA,NA
UNGR1,Unknown grass (SantaRita); Possibly BOER or Aristida spp (so likely unseeded),Native,Sonoran SE,NA,NA,NA
UNGRS1,"Unknown grass (Patagonia);Unk. grass seedling, bunchy, possible lovegrass?",Unknown,Sonoran SE,NA,NA,NA
UNGRS1,"Unknown grass (SRER); Small tuft grass, bouteloua like growth, heads as nodes",Native/Unknown,Sonoran SE,NA,NA,NA
UNGRS1,"Unknown grass seedling (SRER), but most likely ERLE, spring 2022",Introduced,Sonoran SE,NA,NA,NA
UNGRS2,"Unknown grass (Patagonia); Unk grass seedling, leaf divided early like BOGR, possible lovegrass?",Unknown,Sonoran SE,NA,NA,NA
UNGRS3,"Unknown grass (Patagonia); Lighter green, thin leaves, possible threeawn?",Native,Sonoran SE,NA,NA,NA
UNGR_P_1,Unknown grass; Possibly small ARIsp. (Spring 2021),Native,Sonoran SE,NA,NA,NA
UNGR_S_1,Unknown grass; Grass seedling short erose ligule slight chance ARPU because of 45 degree leaf or possibly a Vulpia sp. like VUOC (Spring 2021),Native/Unknown,Sonoran SE,NA,NA,NA
UNGR_S_2,Unknown grass; Possibly a BOCU or another Bouteloua (Spring 2021),Native,Sonoran SE,NA,NA,NA
UNSFF,"Unknown shrubby fuzzy forb, munched down",Unknown,Sonoran SE,NA,NA,NA
UNSHR-1,Unknown shrub (Patagonia); mesquite or acacia,Native,Sonoran SE,NA,NA,NA
Unk bunchGrass #1,Could be BOCU,Native/Unknown,Sonoran Central,NA,NA,NA
Unk grass,Unknown likely associated with warm seed mix,Native/Unknown,Sonoran Central,NA,NA,NA
Unk heart,Unknown forb with heart-shaped cotyledon; possibly MAPA5 (although that species not seen growing there),Unknown,Sonoran Central,NA,NA,NA
Unk sp.,Unknown species,Unknown,Sonoran Central,NA,NA,NA
CRYSPP 1,Cryptantha spp. 1,Native,Sonoran SE,SRER,Unknown,Forb
CRYSPP 2,Cryptantha spp. 2,Native,Sonoran SE,SRER,Unknown,Forb
CRYSPP2,Cryptantha spp. 3,Native,Sonoran SE,SRER,Unknown,Forb
FESSPP,Fescue spp.,Native,Sonoran SE,SRER,Unknown,Grass
GILSPP 1,Gilia spp. 1,Native,Sonoran SE,SRER,Unknown,Forb
GILSPP 2,Gilia spp. 2,Native,Sonoran SE,SRER,Unknown,Forb
UNFO-5,Unknown forb 5,Unknown,Sonoran SE,SRER,Unknown,Forb
UNGRS-1,Unknown grass 1,Unknown,Sonoran SE,SRER,Unknown,Grass
UNK brown,Unknown brown,Unknown,Sonoran Central,SCC,Unknown,Unknown
UNK heart,Unknown forb with heart-shaped cotyledon; possibly MAPA5 (although that species not seen growing there),Unknown,Sonoran Central,Preserve,Unknown,Forb
unk grass 2,Unknown grass 2,Unknown,Sonoran Central,Roosevelt,Unknown,Grass
