Code,n,perc_freq,Frequency,Plant,Plot,Type
ERCU2,33,4.166666666666666,0.04166666666666666,Weed,drier,"Weed, drier"
UNFO-3.SRER,29,3.6616161616161618,0.036616161616161616,Weed,drier,"Weed, drier"
UNDPF.SRER,25,3.1565656565656566,0.03156565656565657,Weed,drier,"Weed, drier"
MAPA5,18,2.272727272727273,0.022727272727272728,Weed,drier,"Weed, drier"
SATR12,18,2.272727272727273,0.022727272727272728,Weed,drier,"Weed, drier"
UNFO-4.SRER,18,2.272727272727273,0.022727272727272728,Weed,drier,"Weed, drier"
LUPSPP.SRER,16,2.0202020202020203,0.020202020202020204,Weed,drier,"Weed, drier"
SIAB,12,1.5151515151515151,0.015151515151515152,Weed,drier,"Weed, drier"
UNGRS2.Patagonia,11,1.3888888888888888,0.013888888888888888,Weed,drier,"Weed, drier"
UNFO-1.SRER,10,1.2626262626262625,0.012626262626262626,Weed,drier,"Weed, drier"
UNFO_P_1.Patagonia,9,1.1363636363636365,0.011363636363636364,Weed,drier,"Weed, drier"
SIIR,7,0.8838383838383838,0.008838383838383838,Weed,drier,"Weed, drier"
UNFO-2.SRER,7,0.8838383838383838,0.008838383838383838,Weed,drier,"Weed, drier"
DeadStem,5,0.6313131313131313,0.006313131313131313,Weed,drier,"Weed, drier"
PLASPP.SRER,5,0.6313131313131313,0.006313131313131313,Weed,drier,"Weed, drier"
ONPI,4,0.5050505050505051,0.005050505050505051,Weed,drier,"Weed, drier"
SOOL,4,0.5050505050505051,0.005050505050505051,Weed,drier,"Weed, drier"
Unk sp..Pleasant,4,0.5050505050505051,0.005050505050505051,Weed,drier,"Weed, drier"
unk grass 1.Roosevelt,4,0.5050505050505051,0.005050505050505051,Weed,drier,"Weed, drier"
UNDSF.SRER,3,0.3787878787878788,0.003787878787878788,Weed,drier,"Weed, drier"
UNGR.SRER,3,0.3787878787878788,0.003787878787878788,Weed,drier,"Weed, drier"
Unk grass.Pleasant,3,0.3787878787878788,0.003787878787878788,Weed,drier,"Weed, drier"
UNFO-1.Patagonia,2,0.25252525252525254,0.0025252525252525255,Weed,drier,"Weed, drier"
UNFO-5.SRER,2,0.25252525252525254,0.0025252525252525255,Weed,drier,"Weed, drier"
CHESPP.Patagonia,1,0.12626262626262627,0.0012626262626262627,Weed,drier,"Weed, drier"
ERASPP.Patagonia,1,0.12626262626262627,0.0012626262626262627,Weed,drier,"Weed, drier"
MOCE,1,0.12626262626262627,0.0012626262626262627,Weed,drier,"Weed, drier"
PLANT,1,0.12626262626262627,0.0012626262626262627,Weed,drier,"Weed, drier"
SISYM.Pleasant,1,0.12626262626262627,0.0012626262626262627,Weed,drier,"Weed, drier"
UNFO1.SRER,1,0.12626262626262627,0.0012626262626262627,Weed,drier,"Weed, drier"
UNFO1A.Patagonia,1,0.12626262626262627,0.0012626262626262627,Weed,drier,"Weed, drier"
UNFO_P_3.Patagonia,1,0.12626262626262627,0.0012626262626262627,Weed,drier,"Weed, drier"
UNFO_P_6.Patagonia,1,0.12626262626262627,0.0012626262626262627,Weed,drier,"Weed, drier"
UNFO_P_7.Patagonia,1,0.12626262626262627,0.0012626262626262627,Weed,drier,"Weed, drier"
UNFO_S_1.SRER,1,0.12626262626262627,0.0012626262626262627,Weed,drier,"Weed, drier"
UNFO_S_5.SRER,1,0.12626262626262627,0.0012626262626262627,Weed,drier,"Weed, drier"
UNGRS-1.SRER,1,0.12626262626262627,0.0012626262626262627,Weed,drier,"Weed, drier"
UNSFF.SRER,1,0.12626262626262627,0.0012626262626262627,Weed,drier,"Weed, drier"
Unk forb.Pleasant,1,0.12626262626262627,0.0012626262626262627,Weed,drier,"Weed, drier"
Unk grass 1.Roosevelt,1,0.12626262626262627,0.0012626262626262627,Weed,drier,"Weed, drier"
unk forb.Roosevelt,1,0.12626262626262627,0.0012626262626262627,Weed,drier,"Weed, drier"
unk grass 2.Roosevelt,1,0.12626262626262627,0.0012626262626262627,Weed,drier,"Weed, drier"
SCBA,90,50,0.5,Weed,wettest,"Weed, wettest"
ERCI6,89,49.44444444444444,0.4944444444444444,Weed,wettest,"Weed, wettest"
MAPA5,39,21.666666666666668,0.21666666666666667,Weed,wettest,"Weed, wettest"
SIIR,39,21.666666666666668,0.21666666666666667,Weed,wettest,"Weed, wettest"
HEHIC,34,18.88888888888889,0.18888888888888888,Weed,wettest,"Weed, wettest"
BRRU2,32,17.77777777777778,0.17777777777777778,Weed,wettest,"Weed, wettest"
UNFO3.SRER,31,17.22222222222222,0.17222222222222222,Weed,wettest,"Weed, wettest"
UNFO4.SRER,24,13.333333333333334,0.13333333333333333,Weed,wettest,"Weed, wettest"
UNFO2.Patagonia,22,12.222222222222221,0.12222222222222222,Weed,wettest,"Weed, wettest"
ERLE,21,11.666666666666666,0.11666666666666665,Weed,wettest,"Weed, wettest"
ONPI,11,6.111111111111111,0.06111111111111111,Weed,wettest,"Weed, wettest"
TRTE,11,6.111111111111111,0.06111111111111111,Weed,wettest,"Weed, wettest"
SCPI3,10,5.555555555555555,0.05555555555555555,Weed,wettest,"Weed, wettest"
ERCU2,7,3.888888888888889,0.03888888888888889,Weed,wettest,"Weed, wettest"
PLASPP.SRER,6,3.3333333333333335,0.03333333333333333,Weed,wettest,"Weed, wettest"
SOOL,3,1.6666666666666667,0.016666666666666666,Weed,wettest,"Weed, wettest"
UNFO1.Patagonia,3,1.6666666666666667,0.016666666666666666,Weed,wettest,"Weed, wettest"
UNFO3.Patagonia,3,1.6666666666666667,0.016666666666666666,Weed,wettest,"Weed, wettest"
UNK heart.Preserve,3,1.6666666666666667,0.016666666666666666,Weed,wettest,"Weed, wettest"
SATR12,2,1.1111111111111112,0.011111111111111112,Weed,wettest,"Weed, wettest"
UNFO6.SRER,2,1.1111111111111112,0.011111111111111112,Weed,wettest,"Weed, wettest"
Unk heart.Preserve,2,1.1111111111111112,0.011111111111111112,Weed,wettest,"Weed, wettest"
CEME2,1,0.5555555555555556,0.005555555555555556,Weed,wettest,"Weed, wettest"
MEIN2,1,0.5555555555555556,0.005555555555555556,Weed,wettest,"Weed, wettest"
PHYSA,1,0.5555555555555556,0.005555555555555556,Weed,wettest,"Weed, wettest"
SIAB,1,0.5555555555555556,0.005555555555555556,Weed,wettest,"Weed, wettest"
UNFO1.SRER,1,0.5555555555555556,0.005555555555555556,Weed,wettest,"Weed, wettest"
UNFO5.Patagonia,1,0.5555555555555556,0.005555555555555556,Weed,wettest,"Weed, wettest"
UNFO6.Patagonia,1,0.5555555555555556,0.005555555555555556,Weed,wettest,"Weed, wettest"
UNGR1.Patagonia,1,0.5555555555555556,0.005555555555555556,Weed,wettest,"Weed, wettest"
UNK brown.SCC,1,0.5555555555555556,0.005555555555555556,Weed,wettest,"Weed, wettest"
Unk bunchGrass #1.Pleasant,1,0.5555555555555556,0.005555555555555556,Weed,wettest,"Weed, wettest"
ERCI6,139,48.26388888888889,0.48263888888888895,Weed,driest,"Weed, driest"
SCBA,110,38.19444444444444,0.3819444444444444,Weed,driest,"Weed, driest"
BRRU2,98,34.02777777777778,0.3402777777777778,Weed,driest,"Weed, driest"
LUPSPP.SRER,16,5.555555555555555,0.05555555555555555,Weed,driest,"Weed, driest"
HEHIC,11,3.8194444444444446,0.03819444444444445,Weed,driest,"Weed, driest"
MAPA5,11,3.8194444444444446,0.03819444444444445,Weed,driest,"Weed, driest"
SATR12,6,2.083333333333333,0.02083333333333333,Weed,driest,"Weed, driest"
ERLE,4,1.3888888888888888,0.013888888888888888,Weed,driest,"Weed, driest"
SOOL,4,1.3888888888888888,0.013888888888888888,Weed,driest,"Weed, driest"
unk grass 1.Roosevelt,4,1.3888888888888888,0.013888888888888888,Weed,driest,"Weed, driest"
ONPI,2,0.6944444444444444,0.006944444444444444,Weed,driest,"Weed, driest"
SIIR,2,0.6944444444444444,0.006944444444444444,Weed,driest,"Weed, driest"
PLANT,1,0.3472222222222222,0.003472222222222222,Weed,driest,"Weed, driest"
UNFO_S_1.SRER,1,0.3472222222222222,0.003472222222222222,Weed,driest,"Weed, driest"
UNFO_S_5.SRER,1,0.3472222222222222,0.003472222222222222,Weed,driest,"Weed, driest"
Unk grass 1.Roosevelt,1,0.3472222222222222,0.003472222222222222,Weed,driest,"Weed, driest"
unk forb.Roosevelt,1,0.3472222222222222,0.003472222222222222,Weed,driest,"Weed, driest"
unk grass 2.Roosevelt,1,0.3472222222222222,0.003472222222222222,Weed,driest,"Weed, driest"
SACO6,137,42.8125,0.428125,Current mix,total,"Current mix, total"
LUSP2,136,42.5,0.425,Current mix,total,"Current mix, total"
ARPU9,180,35.15625,0.3515625,Projected mix,total,"Projected mix, total"
SECO10,146,28.515625,0.28515625,Projected mix,total,"Projected mix, total"
PLOV,87,27.187499999999996,0.271875,Projected mix,total,"Projected mix, total"
SPAM2,67,20.9375,0.209375,Current mix,total,"Current mix, total"
BAMU,83,16.2109375,0.162109375,Current mix,total,"Current mix, total"
MATA2,30,15.625,0.15625,Current mix,total,"Current mix, total"
BOCU,63,12.3046875,0.123046875,Projected mix,total,"Projected mix, total"
BORO2,33,10.3125,0.103125,Projected mix,total,"Projected mix, total"
DICA8,32,10,0.1,Current mix,total,"Current mix, total"
AMDE4,22,6.875000000000001,0.06875,Current mix,total,"Current mix, total"
SPCR,31,6.0546875,0.060546875,Current mix,total,"Current mix, total"
ASTU,11,5.729166666666666,0.05729166666666666,Projected mix,total,"Projected mix, total"
ELEL5,11,5.729166666666666,0.05729166666666666,Current mix,total,"Current mix, total"
POSE,11,5.729166666666666,0.05729166666666666,Current mix,total,"Current mix, total"
BAMU,22,4.296875,0.04296875,Projected mix,total,"Projected mix, total"
BOAR,11,3.4375000000000004,0.034375,Projected mix,total,"Projected mix, total"
BOGR2,6,3.125,0.03125,Current mix,total,"Current mix, total"
ENFA,9,2.8125,0.028125,Projected mix,total,"Projected mix, total"
HEMU3,1,0.5208333333333333,0.005208333333333332,Current mix,total,"Current mix, total"
ARPU9,101,63.125,0.63125,Projected mix,wetter,"Projected mix, wetter"
LUSP2,58,60.416666666666664,0.6041666666666666,Current mix,wetter,"Current mix, wetter"
SACO6,58,60.416666666666664,0.6041666666666666,Current mix,wetter,"Current mix, wetter"
PLOV,48,50,0.5,Projected mix,wetter,"Projected mix, wetter"
MATA2,19,29.6875,0.296875,Current mix,wetter,"Current mix, wetter"
SECO10,44,27.500000000000004,0.275,Projected mix,wetter,"Projected mix, wetter"
BAMU,38,23.75,0.2375,Current mix,wetter,"Current mix, wetter"
SPAM2,20,20.833333333333336,0.20833333333333337,Current mix,wetter,"Current mix, wetter"
DICA8,19,19.791666666666664,0.19791666666666663,Current mix,wetter,"Current mix, wetter"
BORO2,17,17.708333333333336,0.17708333333333337,Projected mix,wetter,"Projected mix, wetter"
ELEL5,11,17.1875,0.171875,Current mix,wetter,"Current mix, wetter"
BOAR,11,11.458333333333332,0.11458333333333331,Projected mix,wetter,"Projected mix, wetter"
SPCR,18,11.25,0.1125,Current mix,wetter,"Current mix, wetter"
BOCU,16,10,0.1,Projected mix,wetter,"Projected mix, wetter"
BOGR2,6,9.375,0.09375,Current mix,wetter,"Current mix, wetter"
BAMU,15,9.375,0.09375,Projected mix,wetter,"Projected mix, wetter"
POSE,5,7.8125,0.078125,Current mix,wetter,"Current mix, wetter"
ENFA,6,6.25,0.0625,Projected mix,wetter,"Projected mix, wetter"
ASTU,3,4.6875,0.046875,Projected mix,wetter,"Projected mix, wetter"
AMDE4,4,4.166666666666666,0.04166666666666666,Current mix,wetter,"Current mix, wetter"
HEMU3,1,1.5625,0.015625,Current mix,wetter,"Current mix, wetter"
SACO6,79,35.267857142857146,0.35267857142857145,Current mix,drier,"Current mix, drier"
LUSP2,78,34.82142857142857,0.3482142857142857,Current mix,drier,"Current mix, drier"
SECO10,102,28.97727272727273,0.2897727272727273,Projected mix,drier,"Projected mix, drier"
ARPU9,79,22.443181818181817,0.22443181818181818,Projected mix,drier,"Projected mix, drier"
SPAM2,47,20.982142857142858,0.20982142857142858,Current mix,drier,"Current mix, drier"
PLOV,39,17.410714285714285,0.17410714285714285,Projected mix,drier,"Projected mix, drier"
BOCU,47,13.352272727272727,0.13352272727272727,Projected mix,drier,"Projected mix, drier"
BAMU,45,12.784090909090908,0.1278409090909091,Current mix,drier,"Current mix, drier"
MATA2,11,8.59375,0.0859375,Current mix,drier,"Current mix, drier"
AMDE4,18,8.035714285714286,0.08035714285714286,Current mix,drier,"Current mix, drier"
BORO2,16,7.142857142857142,0.07142857142857142,Projected mix,drier,"Projected mix, drier"
ASTU,8,6.25,0.0625,Projected mix,drier,"Projected mix, drier"
DICA8,13,5.803571428571429,0.05803571428571429,Current mix,drier,"Current mix, drier"
POSE,6,4.6875,0.046875,Current mix,drier,"Current mix, drier"
SPCR,13,3.6931818181818183,0.036931818181818184,Current mix,drier,"Current mix, drier"
ENFA,3,1.3392857142857142,0.013392857142857142,Projected mix,drier,"Projected mix, drier"
LUSP2,42,87.5,0.875,Current mix,wettest,"Current mix, wettest"
SACO6,42,87.5,0.875,Current mix,wettest,"Current mix, wettest"
PLOV,32,66.66666666666666,0.6666666666666665,Projected mix,wettest,"Projected mix, wettest"
ARPU9,53,66.25,0.6625,Projected mix,wettest,"Projected mix, wettest"
ELEL5,11,34.375,0.34375,Current mix,wettest,"Current mix, wettest"
BAMU,25,31.25,0.3125,Current mix,wettest,"Current mix, wettest"
DICA8,13,27.083333333333332,0.2708333333333333,Current mix,wettest,"Current mix, wettest"
MATA2,5,15.625,0.15625,Current mix,wettest,"Current mix, wettest"
SPAM2,6,12.5,0.125,Current mix,wettest,"Current mix, wettest"
POSE,4,12.5,0.125,Current mix,wettest,"Current mix, wettest"
BAMU,10,12.5,0.125,Projected mix,wettest,"Projected mix, wettest"
ENFA,5,10.416666666666668,0.10416666666666669,Projected mix,wettest,"Projected mix, wettest"
SECO10,7,8.75,0.0875,Projected mix,wettest,"Projected mix, wettest"
ASTU,2,6.25,0.0625,Projected mix,wettest,"Projected mix, wettest"
BOCU,4,5,0.05,Projected mix,wettest,"Projected mix, wettest"
AMDE4,2,4.166666666666666,0.04166666666666666,Current mix,wettest,"Current mix, wettest"
SPCR,3,3.75,0.0375,Current mix,wettest,"Current mix, wettest"
HEMU3,1,3.125,0.03125,Current mix,wettest,"Current mix, wettest"
SACO6,55,49.107142857142854,0.49107142857142855,Current mix,driest,"Current mix, driest"
LUSP2,45,40.17857142857143,0.4017857142857143,Current mix,driest,"Current mix, driest"
SPAM2,35,31.25,0.3125,Current mix,driest,"Current mix, driest"
PLOV,29,25.892857142857146,0.25892857142857145,Projected mix,driest,"Projected mix, driest"
SECO10,33,25.78125,0.2578125,Projected mix,driest,"Projected mix, driest"
BAMU,33,25.78125,0.2578125,Current mix,driest,"Current mix, driest"
BORO2,15,13.392857142857142,0.13392857142857142,Projected mix,driest,"Projected mix, driest"
BOCU,8,6.25,0.0625,Projected mix,driest,"Projected mix, driest"
AMDE4,4,3.571428571428571,0.03571428571428571,Current mix,driest,"Current mix, driest"
ARPU9,4,3.125,0.03125,Projected mix,driest,"Projected mix, driest"
DICA8,1,0.8928571428571428,0.008928571428571428,Current mix,driest,"Current mix, driest"
ENFA,1,0.8928571428571428,0.008928571428571428,Projected mix,driest,"Projected mix, driest"
Empty,238,20.65972222222222,0.2065972222222222,Empty,total,"Empty, total"
Empty,27,7.5,0.075,Empty,wetter,"Empty, wetter"
Empty,211,26.641414141414145,0.26641414141414144,Empty,drier,"Empty, drier"
Empty,2,1.1111111111111112,0.011111111111111112,Empty,wettest,"Empty, wettest"
Empty,81,28.125,0.28125,Empty,driest,"Empty, driest"
Empty,111,21.6796875,0.216796875,Empty seeded,total,"Empty seeded, total"
Empty,15,9.375,0.09375,Empty seeded,wetter,"Empty seeded, wetter"
Empty,96,27.27272727272727,0.2727272727272727,Empty seeded,drier,"Empty seeded, drier"
Empty,2,2.5,0.025,Empty seeded,wettest,"Empty seeded, wettest"
Empty,36,28.125,0.28125,Empty seeded,driest,"Empty seeded, driest"
