PRISM Time Series Data
Location:  Lat: 35.6018   Lon: -111.9351   Elev: 1981m
"Climate variables: ppt,tmin,tmean,tmax"
Spatial resolution: 4km
Period: 2018-07-11 - 2018-11-02
Dataset: AN81d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: On
Time series generated: 2023-Sep-26
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C)
2018-07-11,1.30,13.6,19.1,24.7
2018-07-12,2.85,13.8,19.9,26.0
2018-07-13,6.90,13.7,18.7,23.8
2018-07-14,2.36,13.4,20.0,26.6
2018-07-15,11.23,14.2,19.6,25.1
2018-07-16,11.90,13.8,19.2,24.7
2018-07-17,9.60,14.3,21.6,28.9
2018-07-18,6.10,14.8,21.5,28.3
2018-07-19,8.20,14.1,21.2,28.3
2018-07-20,17.44,12.9,21.5,30.1
2018-07-21,0.33,13.9,22.2,30.6
2018-07-22,2.62,13.1,21.0,28.9
2018-07-23,0.00,12.8,21.9,31.0
2018-07-24,0.00,14.2,24.2,34.1
2018-07-25,1.11,14.8,24.1,33.4
2018-07-26,0.24,14.6,23.9,33.2
2018-07-27,0.00,14.5,23.9,33.4
2018-07-28,2.64,14.9,23.7,32.5
2018-07-29,6.33,14.1,22.7,31.2
2018-07-30,3.32,14.1,22.3,30.5
2018-07-31,0.27,14.7,23.7,32.6
2018-08-01,1.55,14.8,23.5,32.2
2018-08-02,2.15,14.3,23.0,31.8
2018-08-03,1.25,14.0,22.0,30.0
2018-08-04,0.49,13.9,22.3,30.8
2018-08-05,0.00,13.0,22.3,31.5
2018-08-06,0.00,12.5,22.1,31.7
2018-08-07,0.00,11.6,22.5,33.3
2018-08-08,0.00,12.4,23.1,33.8
2018-08-09,0.85,14.6,23.3,31.9
2018-08-10,2.96,13.1,21.6,30.1
2018-08-11,2.38,13.3,21.6,29.9
2018-08-12,0.35,12.4,20.1,27.9
2018-08-13,1.71,11.5,20.4,29.2
2018-08-14,2.18,13.8,21.5,29.2
2018-08-15,7.79,13.6,21.7,29.8
2018-08-16,1.03,13.5,20.4,27.3
2018-08-17,3.65,13.5,20.2,27.0
2018-08-18,1.08,13.5,20.0,26.5
2018-08-19,0.30,12.6,21.2,29.8
2018-08-20,0.00,12.8,22.3,31.7
2018-08-21,0.00,14.2,22.2,30.2
2018-08-22,9.61,13.8,20.2,26.5
2018-08-23,5.72,11.2,17.8,24.3
2018-08-24,3.99,10.8,17.7,24.5
2018-08-25,1.25,12.5,19.4,26.2
2018-08-26,10.28,10.6,17.9,25.1
2018-08-27,1.29,10.3,17.8,25.2
2018-08-28,0.00,9.8,18.1,26.4
2018-08-29,0.00,9.0,18.1,27.2
2018-08-30,0.00,8.9,18.2,27.6
2018-08-31,0.00,10.1,19.3,28.5
2018-09-01,0.00,9.1,18.3,27.5
2018-09-02,1.56,11.2,18.9,26.6
2018-09-03,5.19,7.9,16.7,25.4
2018-09-04,6.65,6.8,15.1,23.4
2018-09-05,2.76,6.8,15.2,23.7
2018-09-06,0.03,7.8,17.0,26.1
2018-09-07,0.00,8.4,17.7,27.1
2018-09-08,0.00,8.6,18.4,28.2
2018-09-09,0.00,8.6,19.3,30.0
2018-09-10,0.00,9.7,19.7,29.6
2018-09-11,0.00,9.4,19.0,28.5
2018-09-12,0.00,8.2,18.2,28.2
2018-09-13,0.00,8.6,18.2,27.7
2018-09-14,0.00,5.8,16.6,27.4
2018-09-15,0.00,5.8,17.1,28.3
2018-09-16,0.00,8.9,19.2,29.4
2018-09-17,0.00,8.8,18.9,29.0
2018-09-18,0.00,9.9,19.4,28.9
2018-09-19,0.00,9.3,19.1,28.9
2018-09-20,2.29,9.8,15.2,20.6
2018-09-21,0.00,6.5,16.4,26.3
2018-09-22,0.00,5.7,16.4,27.2
2018-09-23,0.00,7.8,17.4,27.0
2018-09-24,0.00,8.2,17.2,26.3
2018-09-25,3.49,8.9,17.1,25.2
2018-09-26,2.20,7.6,16.5,25.3
2018-09-27,0.00,5.2,16.0,26.8
2018-09-28,0.00,3.4,15.8,28.2
2018-09-29,0.00,4.4,16.0,27.7
2018-09-30,0.00,7.1,16.5,25.9
2018-10-01,0.52,7.1,15.9,24.8
2018-10-02,3.30,11.7,15.9,20.0
2018-10-03,23.61,11.4,14.0,16.7
2018-10-04,4.76,9.8,15.3,20.7
2018-10-05,1.32,5.4,11.8,18.1
2018-10-06,0.00,3.1,10.6,18.0
2018-10-07,26.56,0.5,7.9,15.2
2018-10-08,4.61,1.4,5.3,9.1
2018-10-09,0.43,0.4,4.6,8.9
2018-10-10,0.01,-0.3,7.1,14.4
2018-10-11,0.56,2.5,8.0,13.5
2018-10-12,7.33,3.5,7.7,12.0
2018-10-13,0.26,4.8,10.8,16.8
2018-10-14,6.44,4.6,10.1,15.6
2018-10-15,0.94,-0.7,6.8,14.2
2018-10-16,1.57,-2.2,3.5,9.2
2018-10-17,6.02,-0.3,2.4,5.1
2018-10-18,0.07,-0.3,4.7,9.8
2018-10-19,0.00,-1.8,6.3,14.3
2018-10-20,0.00,-0.5,7.8,16.1
2018-10-21,0.00,3.8,11.3,18.7
2018-10-22,0.20,5.4,12.4,19.4
2018-10-23,1.61,4.5,10.8,17.2
2018-10-24,2.31,2.7,9.4,16.2
2018-10-25,0.00,1.4,9.4,17.5
2018-10-26,0.00,0.7,9.6,18.5
2018-10-27,0.00,-0.4,9.9,20.2
2018-10-28,0.00,0.9,11.8,22.7
2018-10-29,0.00,1.0,12.1,23.3
2018-10-30,0.00,4.1,11.8,19.5
2018-10-31,0.34,0.0,8.0,16.0
2018-11-01,0.00,-2.9,4.2,11.2
2018-11-02,0.00,-2.2,6.0,14.2
