PRISM Time Series Data
Location:  Lat: 35.6727   Lon: -111.4810   Elev: 1590m
"Climate variables: ppt,tmin,tmean,tmax"
Spatial resolution: 4km
Period: 2018-11-08 - 2018-11-27
Dataset: AN81d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: On
Time series generated: 2023-Sep-27
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C)
2018-11-08,0.00,3.8,11.4,19.0
2018-11-09,0.00,-2.8,4.6,12.0
2018-11-10,0.00,-3.8,3.0,9.7
2018-11-11,0.00,0.4,7.4,14.5
2018-11-12,0.00,-4.1,2.7,9.6
2018-11-13,0.00,-6.0,0.3,6.5
2018-11-14,0.00,-3.9,1.8,7.5
2018-11-15,0.00,-3.1,3.5,10.1
2018-11-16,0.00,-3.7,4.4,12.4
2018-11-17,0.00,-1.7,5.7,13.1
2018-11-18,0.00,1.7,9.0,16.2
2018-11-19,0.00,-4.6,4.3,13.2
2018-11-20,0.00,-4.8,3.3,11.4
2018-11-21,0.00,-3.7,2.0,7.7
2018-11-22,0.00,-0.7,5.3,11.4
2018-11-23,0.00,-0.2,6.7,13.6
2018-11-24,0.00,-0.3,7.4,15.1
2018-11-25,0.00,-0.2,8.5,17.1
2018-11-26,0.00,-2.4,2.8,7.9
2018-11-27,0.00,-3.0,3.3,9.6
