PRISM Time Series Data
Location:  Lat: 33.7695   Lon: -111.7940   Elev: 807m
"Climate variables: ppt,tmin,tmean,tmax"
Spatial resolution: 4km
Period: 2019-11-25 - 2021-03-30
Dataset: AN81d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: On
Time series generated: 2023-Sep-27
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C)
2019-11-25,0.01,9.3,14.4,19.5
2019-11-26,0.00,6.4,11.3,16.2
2019-11-27,0.00,4.8,8.9,12.9
2019-11-28,1.43,7.1,11.4,15.8
2019-11-29,17.99,7.3,11.3,15.3
2019-11-30,7.65,4.7,6.8,8.9
2019-12-01,0.00,4.5,8.1,11.7
2019-12-02,0.00,6.5,11.7,17.0
2019-12-03,0.00,8.6,13.7,18.8
2019-12-04,0.01,9.9,14.3,18.7
2019-12-05,0.00,11.6,15.4,19.1
2019-12-06,0.00,10.8,14.3,17.8
2019-12-07,0.00,10.3,14.5,18.7
2019-12-08,9.23,10.3,14.3,18.3
2019-12-09,4.52,11.1,12.3,13.6
2019-12-10,4.96,8.0,12.3,16.5
2019-12-11,0.00,8.3,12.8,17.3
2019-12-12,0.00,8.0,12.9,17.8
2019-12-13,0.00,7.7,12.7,17.7
2019-12-14,0.00,8.2,13.4,18.6
2019-12-15,0.00,8.1,12.9,17.8
2019-12-16,0.00,5.5,9.8,14.2
2019-12-17,0.00,4.2,8.2,12.3
2019-12-18,0.00,4.1,8.8,13.5
2019-12-19,0.00,5.8,10.8,15.7
2019-12-20,0.00,5.0,10.0,15.0
2019-12-21,0.00,6.1,12.2,18.4
2019-12-22,0.00,8.5,14.2,19.9
2019-12-23,0.00,11.1,15.1,19.2
2019-12-24,3.74,10.2,13.1,16.1
2019-12-25,12.23,8.6,9.7,10.8
2019-12-26,8.09,5.5,7.7,9.8
2019-12-27,8.50,5.3,8.7,12.0
2019-12-28,7.52,5.5,6.7,7.8
2019-12-29,0.55,1.4,4.5,7.6
2019-12-30,0.00,0.7,4.7,8.8
2019-12-31,0.00,4.9,8.0,11.0
2020-01-01,0.00,5.4,9.0,12.6
2020-01-02,0.00,3.9,8.3,12.7
2020-01-03,0.00,5.5,9.9,14.4
2020-01-04,0.00,4.9,10.6,16.2
2020-01-05,0.00,6.1,12.0,17.9
2020-01-06,0.00,5.8,12.5,19.3
2020-01-07,0.00,6.7,12.7,18.7
2020-01-08,0.00,7.0,13.6,20.2
2020-01-09,0.00,4.6,10.2,15.8
2020-01-10,0.00,5.9,9.6,13.4
2020-01-11,0.00,3.8,8.7,13.7
2020-01-12,0.00,3.0,7.8,12.5
2020-01-13,0.00,3.2,8.9,14.6
2020-01-14,0.00,3.5,10.0,16.5
2020-01-15,0.00,5.1,11.5,17.8
2020-01-16,0.00,6.2,12.4,18.5
2020-01-17,0.00,8.3,12.3,16.4
2020-01-18,0.00,6.0,10.8,15.6
2020-01-19,0.00,6.1,12.7,19.4
2020-01-20,0.00,9.1,15.4,21.6
2020-01-21,0.86,13.2,16.3,19.5
2020-01-22,3.06,9.4,10.4,11.4
2020-01-23,0.00,7.5,11.7,16.0
2020-01-24,0.00,8.1,13.9,19.6
2020-01-25,0.00,7.9,13.8,19.7
2020-01-26,0.00,8.1,14.1,20.1
2020-01-27,0.00,8.2,13.7,19.2
2020-01-28,0.00,9.4,14.4,19.4
2020-01-29,0.00,7.9,13.2,18.5
2020-01-30,0.00,7.6,11.8,16.0
2020-01-31,0.00,8.0,12.9,17.8
2020-02-01,0.00,7.5,13.9,20.2
2020-02-02,0.00,9.1,16.2,23.3
2020-02-03,0.00,9.4,15.7,22.0
2020-02-04,0.00,0.5,7.0,13.6
2020-02-05,0.00,0.4,4.7,9.0
2020-02-06,0.00,-0.2,4.9,9.9
2020-02-07,0.00,1.8,7.2,12.6
2020-02-08,0.00,4.4,10.7,16.9
2020-02-09,0.00,4.9,11.9,18.9
2020-02-10,0.00,8.5,13.5,18.5
2020-02-11,31.28,6.8,12.7,18.7
2020-02-12,0.11,4.0,7.9,11.8
2020-02-13,0.00,3.9,8.9,13.9
2020-02-14,0.00,4.3,10.4,16.4
2020-02-15,0.00,7.0,12.6,18.3
2020-02-16,0.00,6.3,12.2,18.1
2020-02-17,0.00,6.4,12.9,19.4
2020-02-18,0.00,7.4,13.8,20.3
2020-02-19,0.00,9.1,15.2,21.4
2020-02-20,0.00,9.8,15.7,21.6
2020-02-21,0.00,10.5,16.7,23.0
2020-02-22,6.73,14.1,17.8,21.5
2020-02-23,25.01,8.6,11.8,15.0
2020-02-24,0.00,7.1,10.4,13.8
2020-02-25,0.00,6.5,12.6,18.6
2020-02-26,0.00,6.2,10.6,15.1
2020-02-27,0.00,4.1,10.7,17.3
2020-02-28,0.00,7.6,14.6,21.6
2020-02-29,0.00,9.2,15.5,21.8
2020-03-01,0.00,8.6,14.9,21.3
2020-03-02,0.00,7.9,13.5,19.1
2020-03-03,1.91,7.9,12.0,16.1
2020-03-04,0.00,8.7,15.1,21.5
2020-03-05,0.00,8.5,14.2,19.9
2020-03-06,0.00,10.1,17.9,25.6
2020-03-07,0.00,14.6,19.7,24.8
