PRISM Time Series Data
Location:  Lat: 38.1375   Lon: -109.6124   Elev: 1617m
"Climate variables: ppt,tmin,tmean,tmax"
Spatial resolution: 4km
Period: 2019-06-13 - 2019-07-24
Dataset: AN81d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: On
Time series generated: 2023-Sep-27
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C)
2019-06-13,0.00,14.0,22.7,31.5
2019-06-14,0.00,14.6,23.8,32.9
2019-06-15,0.00,13.8,23.0,32.2
2019-06-16,0.00,14.4,22.0,29.7
2019-06-17,0.00,14.5,22.8,31.0
2019-06-18,4.84,10.3,19.4,28.6
2019-06-19,0.76,11.2,19.2,27.2
2019-06-20,0.00,12.8,22.0,31.2
2019-06-21,0.00,14.5,23.5,32.5
2019-06-22,2.43,9.6,15.8,22.0
2019-06-23,0.00,5.4,13.4,21.5
2019-06-24,0.00,8.2,15.8,23.5
2019-06-25,0.00,12.0,20.7,29.4
2019-06-26,0.00,16.9,24.5,32.2
2019-06-27,0.00,16.2,24.3,32.4
2019-06-28,0.00,14.8,23.8,32.8
2019-06-29,0.00,21.4,28.0,34.6
2019-06-30,0.00,19.2,26.9,34.7
2019-07-01,0.56,17.9,26.0,34.1
2019-07-02,0.68,16.8,24.9,33.0
2019-07-03,0.00,16.4,25.2,34.0
2019-07-04,0.00,17.7,25.4,33.1
2019-07-05,0.00,14.8,23.8,32.8
2019-07-06,0.00,13.4,23.3,33.1
2019-07-07,0.00,15.9,24.3,32.7
2019-07-08,0.00,18.4,25.0,31.5
2019-07-09,0.00,13.7,22.5,31.2
2019-07-10,0.00,13.5,22.9,32.2
2019-07-11,0.00,14.2,25.0,35.8
2019-07-12,0.00,17.8,27.6,37.4
2019-07-13,0.00,20.2,28.5,36.8
2019-07-14,4.71,18.9,26.8,34.8
2019-07-15,0.00,18.7,27.1,35.5
2019-07-16,0.44,18.5,27.1,35.6
2019-07-17,0.00,21.1,28.6,36.1
2019-07-18,0.00,19.2,27.3,35.4
2019-07-19,0.00,18.8,26.9,35.1
2019-07-20,0.00,22.7,29.4,36.0
2019-07-21,0.00,15.8,25.8,35.8
2019-07-22,0.00,16.6,26.8,37.0
2019-07-23,0.00,20.5,28.9,37.3
2019-07-24,4.42,19.8,27.8,35.9
