PRISM Time Series Data
Location:  Lat: 38.2945   Lon: -109.0645   Elev: 2201m
"Climate variables: ppt,tmin,tmean,tmax"
Spatial resolution: 4km
Period: 2019-05-29 - 2019-07-02
Dataset: AN81d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: On
Time series generated: 2023-Sep-27
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C)
2019-05-29,2.84,0.6,5.9,11.1
2019-05-30,0.00,2.4,8.4,14.3
2019-05-31,0.00,5.1,12.0,18.8
2019-06-01,0.00,7.5,14.1,20.7
2019-06-02,0.00,10.3,16.8,23.4
2019-06-03,0.00,9.9,16.6,23.2
2019-06-04,0.00,9.1,16.0,22.8
2019-06-05,0.00,9.1,16.2,23.4
2019-06-06,0.00,9.7,16.6,23.4
2019-06-07,0.00,11.0,18.5,26.0
2019-06-08,0.00,11.5,17.8,24.2
2019-06-09,0.00,4.2,13.5,22.8
2019-06-10,0.00,3.8,11.4,19.0
2019-06-11,0.00,7.1,15.3,23.6
2019-06-12,0.00,10.6,17.4,24.3
2019-06-13,0.00,11.6,18.8,26.0
2019-06-14,0.00,12.2,19.7,27.2
2019-06-15,0.00,10.5,18.6,26.8
2019-06-16,0.00,10.8,17.6,24.5
2019-06-17,0.00,10.9,17.7,24.5
2019-06-18,6.01,7.6,15.0,22.3
2019-06-19,1.24,8.1,14.1,20.1
2019-06-20,0.00,10.9,18.2,25.4
2019-06-21,0.00,10.3,18.3,26.3
2019-06-22,3.14,5.8,11.9,18.0
2019-06-23,0.00,3.0,9.6,16.1
2019-06-24,0.00,4.4,11.4,18.3
2019-06-25,0.00,8.7,16.5,24.3
2019-06-26,0.00,12.5,19.7,26.9
2019-06-27,0.00,12.5,19.5,26.4
2019-06-28,0.00,12.9,20.1,27.3
2019-06-29,0.00,14.3,21.8,29.3
2019-06-30,0.00,15.6,22.6,29.6
2019-07-01,0.99,13.8,20.9,28.1
2019-07-02,0.51,13.3,20.2,27.2
